"","title","author","subject","abstract","meta"
"41","Hybrid data-driven and physics-informed regularized learning of cyclic plasticity with Neural Networks","Stefan Hildebrand, Sandra Klinge","Materials Science (cond-mat.mtrl-sci)","An extendable, efficient and explainable Machine Learning approach is proposed to represent cyclic plasticity and replace conventional material models based on the Radial Return Mapping algorithm. High accuracy and stability by means of a limited amount of training data is achieved by implementing physics-informed regularizations and the back stress information. The off-loading of the Neural Network is applied to the maximal extent. The proposed model architecture is simpler and more efficient compared to existing solutions from the literature, while representing a complete three-dimensional material model. The validation of the approach is carried out by means of surrogate data obtained with the Armstrong-Frederick kinematic hardening model. The Mean Squared Error is assumed as the loss function which stipulates several restrictions: deviatoric character of internal variables, compliance with the flow rule, the differentiation of elastic and plastic steps and the associativity of the flow rule. The latter, however, has a minor impact on the accuracy, which implies the generalizability of the model for a broad spectrum of evolution laws for internal variables. Numerical tests simulating several load cases are shown in detail and validated for accuracy and stability.","Mon, 4 Mar 2024 07:09:54 UTC (7,897 KB)"
"42","A Simple and Accurate Method for Computing Optimized Effective Potentials for Exact Exchange Energy","Hideaki Takahashi","Chemical Physics (physics.chem-ph)","The inverse Kohn-Sham density-functional theory (inv-KS) for the electron density of the Hartree-Fock (HF) wave function was revisited within the context of the optimized effective potential (HF- OEP). First, it is proved that the exchange potential created by the inv-KS is equivalent to the potential obtained by the HF-OEP when the HF-OEP realizes the HF energy of the system under consideration. Next the real-space grid (RSG) implementations of the inv-KS and the HF-OEP are addressed. The total HF energies EHF for the wave functions on the effective potentials optimized by the inv-KS are computed for a set of small molecules. It is found that the mean absolute deviation (MAD) of EHF from the HF energy is clearly smaller than the MAD of EHF, demonstrating that the inv-KS is advantageous in constructing the detailed structure of the exchange potential vx as compared with the HF-OEP. The inv-KS method is also applied to an ortho-benzyne radical known as a strongly correlated polyatomic molecule. It is revealed that the spin populations on the atomic sites computed by the UHF calculation can be faithfully reproduced by the wave functions on the inv-KS potential.","Mon, 4 Mar 2024 07:00:08 UTC (11,899 KB)"
"43","Statistical Mechanics of Dynamical System Identification","Andrei A. Klishin, Joseph Bakarji, J. Nathan Kutz, Krithika Manohar","Statistical Mechanics (cond-mat.stat-mech)","Recovering dynamical equations from observed noisy data is the central challenge of system identification. We develop a statistical mechanical approach to analyze sparse equation discovery algorithms, which typically balance data fit and parsimony through a trial-and-error selection of hyperparameters. In this framework, statistical mechanics offers tools to analyze the interplay between complexity and fitness, in analogy to that done between entropy and energy. To establish this analogy, we define the optimization procedure as a two-level Bayesian inference problem that separates variable selection from coefficient values and enables the computation of the posterior parameter distribution in closed form. A key advantage of employing statistical mechanical concepts, such as free energy and the partition function, is in the quantification of uncertainty, especially in in the low-data limit; frequently encountered in real-world applications. As the data volume increases, our approach mirrors the thermodynamic limit, leading to distinct sparsity- and noise-induced phase transitions that delineate correct from incorrect identification. This perspective of sparse equation discovery, is versatile and can be adapted to various other equation discovery algorithms.","Mon, 4 Mar 2024 04:32:28 UTC (2,038 KB)"
"44","Application of Neural Ordinary Differential Equations for Tokamak Plasma Dynamics Analysis","Zefang Liu, Weston M. Stacey","Plasma Physics (physics.plasm-ph)","In the quest for controlled thermonuclear fusion, tokamaks present complex challenges in understanding burning plasma dynamics. This study introduces a multi-region multi-timescale transport model, employing Neural Ordinary Differential Equations (Neural ODEs) to simulate the intricate energy transfer processes within tokamaks. Our methodology leverages Neural ODEs for the numerical derivation of diffusivity parameters from DIII-D tokamak experimental data, enabling the precise modeling of energy interactions between electrons and ions across various regions, including the core, edge, and scrape-off layer. These regions are conceptualized as distinct nodes, capturing the critical timescales of radiation and transport processes essential for efficient tokamak operation. Validation against DIII-D plasmas under various auxiliary heating conditions demonstrates the model's effectiveness, ultimately shedding light on ways to enhance tokamak performance with deep learning.","Sun, 3 Mar 2024 22:55:39 UTC (3,402 KB)"
"45","Optimizing Near Field Computation in the MLFMA Algorithm with Data Redundancy and Performance Modeling on a Single GPU","Morteza Sadeghi, Abdolreza Torabi","Distributed, Parallel, and Cluster Computing (cs.DC)","The Multilevel Fast Multipole Algorithm (MLFMA) has known applications in scientific modeling in the fields of telecommunications, physics, mechanics, and chemistry. Accelerating calculation of far-field using GPUs and GPU clusters for large-scale problems has been studied for more than a decade. The acceleration of the Near Field Computation (P2P operator) however was less of a concern because it does not face the challenges of distributed processing which does far field. This article proposes a modification of the P2P algorithm and uses performance models to determine its optimality criteria. By modeling the speedup, we found that making threads independence by creating redundancy in the data makes the algorithm for lower dense (higher frequency) problems nearly 13 times faster than non-redundant mode.","Sun, 3 Mar 2024 19:33:44 UTC (531 KB)"
"46","Limits to classification performance by relating Kullback-Leibler divergence to Cohen's Kappa","L. Crow, S. J. Watts","Machine Learning (stat.ML)","The performance of machine learning classification algorithms are evaluated by estimating metrics, often from the confusion matrix, using training data and cross-validation. However, these do not prove that the best possible performance has been achieved. Fundamental limits to error rates can be estimated using information distance measures. To this end, the confusion matrix has been formulated to comply with the Chernoff-Stein Lemma. This links the error rates to the Kullback-Leibler divergences between the probability density functions describing the two classes. This leads to a key result that relates Cohen's Kappa to the Resistor Average Distance which is the parallel resistor combination of the two Kullback-Leibler divergences. The Resistor Average Distance has units of bits and is estimated from the same training data used by the classification algorithm, using kNN estimates of the KullBack-Leibler divergences. The classification algorithm gives the confusion matrix and Kappa. Theory and methods are discussed in detail and then applied to Monte Carlo data and real datasets. Four very different real datasets - Breast Cancer, Coronary Heart Disease, Bankruptcy, and Particle Identification - are analysed, with both continuous and discrete values, and their classification performance compared to the expected theoretical limit. In all cases this analysis shows that the algorithms could not have performed any better due to the underlying probability density functions for the two classes. Important lessons are learnt on how to predict the performance of algorithms for imbalanced data using training datasets that are approximately balanced. Machine learning is very powerful but classification performance ultimately depends on the quality of the data and the relevance of the variables to the problem.","Sun, 3 Mar 2024 17:36:42 UTC (4,596 KB)"
"47","Data-driven local operator finding for reduced-order modelling of plasma systems: II. Application to parametric dynamics","Farbod Faraji, Maryam Reza, Aaron Knoll, J. Nathan Kutz","Plasma Physics (physics.plasm-ph)","Real-world systems often exhibit dynamics influenced by various parameters, either inherent or externally controllable, necessitating models capable of reliably capturing these parametric behaviors. Plasma technologies exemplify such systems. For example, phenomena governing global dynamics in Hall thrusters (a spacecraft propulsion technology) vary with various parameters, such as the ""self-sustained electric field"". In this Part II, following on the introduction of our novel data-driven local operator finding algorithm, Phi Method, in Part I, we showcase the method's effectiveness in learning parametric dynamics to predict system behavior across unseen parameter spaces. We present two adaptations: the ""parametric Phi Method"" and the ""ensemble Phi Method"", which are demonstrated through 2D fluid-flow-past-a-cylinder and 1D Hall-thruster-plasma-discharge problems. Comparative evaluation against parametric OPT-DMD in the fluid case demonstrates superior predictive performance of the parametric Phi Method. Across both test cases, parametric and ensemble Phi Method reliably recover governing parametric PDEs and offer accurate predictions over test parameters. Ensemble ROM analysis underscores Phi Method's robust learning of dominant dynamic coefficients with high confidence.","Sun, 3 Mar 2024 15:09:49 UTC (3,305 KB)"
"48","Data-driven local operator finding for reduced-order modelling of plasma systems: I. Concept and verifications","Farbod Faraji, Maryam Reza, Aaron Knoll, J. Nathan Kutz","Plasma Physics (physics.plasm-ph)","Reduced-order plasma models that can efficiently predict plasma behavior across various settings and configurations are highly sought after yet elusive. The demand for such models has surged in the past decade due to their potential to facilitate scientific research and expedite the development of plasma technologies. In line with the advancements in computational power and data-driven methods, we introduce the ""Phi Method"" in this two-part article. Part I presents this novel algorithm, which employs constrained regression on a candidate term library informed by numerical discretization schemes to discover discretized systems of differential equations. We demonstrate Phi Method's efficacy in deriving reliable and robust reduced-order models (ROMs) for three test cases: the Lorenz attractor, flow past a cylinder, and a 1D Hall-thruster-representative plasma. Part II will delve into the method's application for parametric dynamics discovery. Our results show that ROMs derived from the Phi Method provide remarkably accurate predictions of systems' behavior, whether derived from steady-state or transient-state data. This underscores the method's potential for transforming plasma system modeling.","Sun, 3 Mar 2024 14:50:15 UTC (3,201 KB)"
"49","Fast Algorithm for Quasi-2D Coulomb Systems","Zecheng Gan, Xuanzhao Gao, Jiuyang Liang, Zhenli Xu","Numerical Analysis (math.NA)","Quasi-2D Coulomb systems are of fundamental importance and have attracted much attention in many areas nowadays. Their reduced symmetry gives rise to interesting collective behaviors, but also brings great challenges for particle-based simulations. Here, we propose a novel algorithm framework to address the $\mathcal O(N^2)$ simulation complexity associated with the long-range nature of Coulomb interactions. First, we introduce an efficient Sum-of-Exponentials (SOE) approximation for the long-range kernel associated with Ewald splitting, achieving uniform convergence in terms of inter-particle distance, which reduces the complexity to $\mathcal{O}(N^{7/5})$. We then introduce a random batch sampling method in the periodic dimensions, the stochastic approximation is proven to be both unbiased and with reduced variance via a tailored importance sampling strategy, further reducing the computational cost to $\mathcal{O}(N)$. The performance of our algorithm is demonstrated via varies numerical examples. Notably, it achieves a speedup of $2\sim 3$ orders of magnitude comparing with Ewald2D method, enabling molecular dynamics (MD) simulations with up to $10^6$ particles on a single core. The present approach is therefore well-suited for large-scale particle-based simulations of Coulomb systems under confinement, making it possible to investigate the role of Coulomb interaction in many practical situations.","Sun, 3 Mar 2024 14:37:21 UTC (623 KB)"
"50","Multiscale Biomolecular Simulations in the Exascale Era","David Carrasco-Busturia, Emiliano Ippoliti, Simone Meloni, Ursula Rothlisberger, Jógvan Magnus Haugaard Olsen","Biological Physics (physics.bio-ph)","The complexity of biological systems and processes, spanning molecular to macroscopic scales, necessitates the use of multiscale simulations to get a comprehensive understanding. Quantum mechanics/molecular mechanics (QM/MM) molecular dynamics (MD) simulations are crucial for capturing processes beyond the reach of classical MD simulations. The advent of exascale computing offers unprecedented opportunities for scientific exploration, not least within life sciences, where simulations are essential to unravel intricate molecular mechanisms underlying biological processes. However, leveraging the immense computational power of exascale computing requires innovative algorithms and software designs. In this context, we discuss the current status and future prospects of multiscale biomolecular simulations on exascale supercomputers with a focus on QM/MM MD. We highlight our own efforts in developing a versatile and high-performance multiscale simulation framework with the aim of efficient utilization of state-of-the-art supercomputers. We showcase its application in uncovering complex biological mechanisms and its potential for leveraging exascale computing.","Sun, 3 Mar 2024 13:23:51 UTC (1,536 KB)"
"51","A face-centred finite volume method for laminar and turbulent incompressible flows","Luan M. Vieira, Matteo Giacomini, Ruben Sevilla, Antonio Huerta","Fluid Dynamics (physics.flu-dyn)","This work develops, for the first time, a face-centred finite volume (FCFV) solver for the simulation of laminar and turbulent viscous incompressible flows. The formulation relies on the Reynolds-averaged Navier-Stokes (RANS) equations coupled with the negative Spalart-Allmaras (SA) model and three novel convective stabilisations, inspired by Riemann solvers, are derived and compared numerically. The resulting method achieves first-order convergence of the velocity, the velocity-gradient tensor and the pressure. FCFV accurately predicts engineering quantities of interest, such as drag and lift, on unstructured meshes and, by avoiding gradient reconstruction, the method is insensitive to mesh quality, even in the presence of highly distorted and stretched cells. A monolithic and a staggered solution strategies for the RANS-SA system are derived and compared numerically. Numerical benchmarks, involving laminar and turbulent, steady and transient cases are used to assess the performance, accuracy and robustness of the proposed FCFV method.","Sun, 3 Mar 2024 12:12:47 UTC (17,916 KB)"
"52","Preserving correlations: A statistical method for generating synthetic data","Nicklas Jävergård, Rainey Lyons, Adrian Muntean, Jonas Forsman","Machine Learning (cs.LG)","We propose a method to generate statistically representative synthetic data. The main goal is to be able to maintain in the synthetic dataset the correlations of the features present in the original one, while offering a comfortable privacy level that can be eventually tailored on specific customer demands. We describe in detail our algorithm used both for the analysis of the original dataset and for the generation of the synthetic data points. The approach is tested using a large energy-related dataset. We obtain good results both qualitatively (e.g. via vizualizing correlation maps) and quantitatively (in terms of suitable $\ell^1$-type error norms used as evaluation metrics). The proposed methodology is general in the sense that it does not rely on the used test dataset. We expect it to be applicable in a much broader context than indicated here.","Sun, 3 Mar 2024 10:35:46 UTC (493 KB)"
"53","\textit{Ab initio} calculations of photocurrent in solids based on Wannier function","Junqing Xu, Haixiao Xiao","Computational Physics (physics.comp-ph)","We present a general \textit{ab initio} method based on Wannier function for simulating the photocurrent in solids. The method is widely applicable to charge/spin DC and AC photocurrent at any perturbation levels in both semiconductors and metals for both linearly and circularly polarized light. This is because the method is theoretically complete (within relaxation time approximation), that is to say, it includes all intra-band, inter-band and their cross terms. Specifically for the second-order DC photocurrent, it includes all of the following contributions - shift current, (magnetic) injection current, Berry curvature dipole, gyration current and Fermi surface ones, instead of only a part of them as in most previous \textit{ab initio} methods. It is also free from the degeneracy issue, i.e., applicable to arbitrary band structures with arbitrary numbers of degenerate bands. We apply the method to various semiconductors and metals, including GaAs, graphene-hBN heterostructure, monolayer WS$_{2}$, a 2D ferroelectric material - monolayer GeS, bilayer anti-ferromagnetic MnBi$_{2}$Te$_{4}$ and topological Weyl semimetal RhSi to simulate their charge and/or spin, DC and/or AC photocurrent. Our theoretical results are in good agreement with previous theoretical works. Our method provides a universal computational tool for reliable and accurate predictions of abundant weak-field photocurrent phenomena in disparate materials.","Sun, 3 Mar 2024 06:07:15 UTC (2,045 KB)"
"54","Temperature, Pressure, Velocity, and Water Vapor Mole Fraction Profiles in a Ramjet Combustor using Dual Frequency Comb Spectroscopy and a High Temperature Absorption Database","David Yun, Scott C. Egbert, Nathan A. Malarich, Ryan K. Cole, Jacob J. France, Jiwen Liu, Kristin M. Rice, Mark A. Hagenmaier, Jeffrey M. Donbar, Nazanin Hoghooghi, Sean C. Coburn, Gregory B. Rieker","Fluid Dynamics (physics.flu-dyn)","Accurate diagnostics of the combustor region of ramjet engines can improve engine design and create benchmarks for computational fluid dynamics models. Previous works demonstrate that dual frequency comb spectroscopy can provide low uncertainty diagnostics of multiple flow parameters in the non-combusting regions of ramjets. However, the high temperatures present in the combustor present a challenge for broadband spectroscopic absorption models that are used to interpret measurements in these regions. Here, we utilize a new water vapor absorption database created for high temperature water-air mixtures to fit spectra measured in a ground-test ramjet engine with a broadband near-infrared dual comb absorption spectrometer. We extract 2D profiles of pressure, temperature, water mole fraction, and velocity using this new database. We demonstrate that the new database provides the lowest fit residuals compared to other water vapor absorption databases. We compare computational fluid dynamics simulations of the combustor with the measured data to demonstrate that the simulations overpredict heat release and water vapor production.","Sun, 3 Mar 2024 02:55:52 UTC (918 KB)"
"55","Network analysis using Krylov subspace trajectories","H. Robert Frost","Physics and Society (physics.soc-ph)","We describe a set of network analysis methods based on the rows of the Krylov subspace matrix computed from a network adjacency matrix via power iteration using a non-random initial vector. We refer to these node-specific row vectors as Krylov subspace trajectories. While power iteration using a random initial starting vector is commonly applied to the network adjacency matrix to compute eigenvector centrality values, this application only uses the final vector generated after numerical convergence. Importantly, use of a random initial vector means that the intermediate results of power iteration are also random and lack a clear interpretation. To the best of our knowledge, use of intermediate power iteration results for network analysis has been limited to techniques that leverage just a single pre-convergence solution, e.g., Power Iteration Clustering. In this paper, we explore methods that apply power iteration with a non-random inital vector to the network adjacency matrix to generate Krylov subspace trajectories for each node. These non-random trajectories provide important information regarding network structure, node importance, and response to perturbations. We have created this short preprint in part to generate feedback from others in the network analysis community who might be aware of similar existing work.","Sat, 2 Mar 2024 17:13:00 UTC (408 KB)"
"56","Efficient Alternative Finite Difference WENO Schemes for Hyperbolic Systems with Non-Conservative Products","Dinshaw S. Balsara, Deepak Bhoriya, Chi-Wang Shu, Harish Kumar","Numerical Analysis (math.NA)","Higher order finite difference Weighted Essentially Non-Oscillatory (WENO) schemes for conservation laws represent a technology that has been reasonably consolidated. They are extremely popular because, when applied to multidimensional problems, they offer high order accuracy at a fraction of the cost of finite volume WENO or DG schemes. They come in two flavors. There is the classical finite difference WENO (FD-WENO) method (Shu and Osher, J. Comput. Phys., 83 (1989) 32-78). However, in recent years there is also an alternative finite difference WENO (AFD-WENO) method which has recently been formalized into a very useful general-purpose algorithm for conservation laws (Balsara et al., Efficient Alternative Finite Difference WENO Schemes for Hyperbolic Conservation Laws, submitted to CAMC (2023)). However, the FD-WENO algorithm has only very recently been formulated for hyperbolic systems with non-conservative products (Balsara et al., Efficient Finite Difference WENO Scheme for Hyperbolic Systems with Non-Conservative Products, to appear CAMC (2023)). In this paper we show that there are substantial advantages in obtaining an AFD-WENO algorithm for hyperbolic systems with non-conservative products. Such an algorithm is documented in this paper. We present an AFD-WENO formulation in fluctuation form that is carefully engineered to retrieve the flux form when that is warranted and nevertheless extends to non-conservative products. The method is flexible because it allows any Riemann solver to be used. The formulation we arrive at is such that when non-conservative products are absent it reverts exactly to the formulation in the second citation above which is in exact flux conservation form. The ability to transition to a precise conservation form when non-conservative products are absent ensures, via the Lax-Wendroff theorem, that shock locations will be exactly ...","Sat, 2 Mar 2024 17:03:29 UTC (4,608 KB)"
"57","Efficient Alternative Finite Difference WENO Schemes for Hyperbolic Conservation Laws","Dinshaw S. Balsara, Deepak Bhoriya, Chi-Wang Shu, Harish Kumar","Numerical Analysis (math.NA)","Higher order finite difference Weighted Essentially Non-Oscillatory (WENO) schemes for conservation laws are extremely popular because, for multidimensional problems, they offer high order accuracy at a fraction of the cost of finite volume WENO or DG schemes. Such schemes come in two formulations. The very popular classical finite difference WENO (FD-WENO) method (Shu and Osher, J. Comput. Phys., 83 (1989) 32-78) relies two reconstruction steps applied to two split fluxes. However, the method cannot accommodate different types of Riemann solvers and cannot preserve free stream boundary conditions on curvilinear meshes. This limits its utility. The alternative finite difference WENO (AFD-WENO) method can overcome these deficiencies, however, much less work has been done on this method. The reasons are three-fold. First, it is difficult for the casual reader to understand the intricate logic that requires higher order derivatives of the fluxes to be evaluated at zone boundaries. The analytical methods for deriving the update equation for AFD-WENO schemes are somewhat recondite. To overcome that difficulty, we provide an easily accessible script that is based on a computer algebra system in Appendix A of this paper. Second, the method relies on interpolation rather than reconstruction, and WENO interpolation formulae have not been documented in the literature as thoroughly as WENO reconstruction formulae. In this paper, we explicitly provide all necessary WENO interpolation formulae that are needed for implementing AFD-WENO up to ninth order. The third reason is that AFD-WENO requires higher order derivatives of the fluxes to be available at zone boundaries. Since those derivatives are usually obtained by finite differencing the zone-centered fluxes, they become susceptible to a Gibbs phenomenon when the solution ...","Sat, 2 Mar 2024 16:55:17 UTC (5,258 KB)"
"58","Ultra-high numerical aperture waveguide-integrated meta beam shaper","Hrishikesh Iyer, Yurii Vlasov","Optics (physics.optics)","Integration of metasurfaces with guided mode sources like waveguides have opened new frontiers for on-chip optical integration. However, the state-of-the-art in the field has targeted applications where long focal distances over thousands of light wavelengths are needed. This regime where the paraxial approximation holds enables inverse design of the metasurfaces with weakly confining elements that are typically thicker than the wavelength in the material. For short-focal length applications at distances less than 100{\lambda} where the paraxial approximation fails, and high numerical apertures (NA) are necessary, a different approach is required. Here we designed and experimentally demonstrated single-mode waveguide-integrated meta beam shapers capable of redirecting the confined light into the free space and focusing it at focal distances less than 100{\lambda} above the chip surface into a tightly focused spot. Focal spot characteristics measured at 460nm operating wavelength are approaching diffraction limited focusing across a range of focal lengths, device footprints, and numerical apertures demonstrating the robustness of our approach. Focal volumes smaller than 1{\mu}m^3 are demonstrated for a range of focal distances below 50{\mu}m. For a device with some of the highest NA amongst integrated metasurfaces of 0.95 the measured focal volume is as small as just 0.06{\mu}m^3 at a focal distance of 13{\mu}m. These on-chip integrated ultra-high NA meta beam shapers have the potential to unlock new applications in quantum optical computing with trapped ions, localized optogenetic neurostimulation, and high resolution in-situ microscopy.","Sat, 2 Mar 2024 15:45:13 UTC (9,241 KB)"
"59","Active Deep Kernel Learning of Molecular Functionalities: Realizing Dynamic Structural Embeddings","Ayana Ghosh, Maxim Ziatdinov and, Sergei V. Kalinin","Machine Learning (cs.LG)","Exploring molecular spaces is crucial for advancing our understanding of chemical properties and reactions, leading to groundbreaking innovations in materials science, medicine, and energy. This paper explores an approach for active learning in molecular discovery using Deep Kernel Learning (DKL), a novel approach surpassing the limits of classical Variational Autoencoders (VAEs). Employing the QM9 dataset, we contrast DKL with traditional VAEs, which analyze molecular structures based on similarity, revealing limitations due to sparse regularities in latent spaces. DKL, however, offers a more holistic perspective by correlating structure with properties, creating latent spaces that prioritize molecular functionality. This is achieved by recalculating embedding vectors iteratively, aligning with the experimental availability of target properties. The resulting latent spaces are not only better organized but also exhibit unique characteristics such as concentrated maxima representing molecular functionalities and a correlation between predictive uncertainty and error. Additionally, the formation of exclusion regions around certain compounds indicates unexplored areas with potential for groundbreaking functionalities. This study underscores DKL's potential in molecular research, offering new avenues for understanding and discovering molecular functionalities beyond classical VAE limitations.","Sat, 2 Mar 2024 15:34:31 UTC (3,918 KB)"
"60","RAIDER: Rapid, anatomy-independent deep learning-based chemical shift-encoded MRI","T. J. P. Bray, G. V. Minore, A. Bainbridge, S. A. Taylor, M. A. Hall-Craggs, H. Zhang","Medical Physics (physics.med-ph)","Purpose: Despite recent advances, chemical shift-encoded MRI (CSE-MRI) remains a challenging problem and many algorithms are computationally expensive, leading to interest in deep learning-based methods. However, initial attempts have used convolutional neural networks (CNNs), which are limited by data requirements, poor generalisability across different anatomies (anatomy-dependence) and training time. To address these limitations, we propose RAIDER, a method for rapid, anatomy-independent deep learning-based CSE-MRI. Theory and Methods: RAIDER uses two multilayer perceptrons (MLPs), each trained separately with simulated single-voxel data, thus avoiding the degeneracy encountered during training when using only one network. During inference, the solution from one of the two networks is chosen based on likelihood. Performance and speed are investigated in a series of simulation experiments, in phantoms and in vivo. Results: RAIDER is approximately 700 times faster than conventional fitting, taking 14us per voxel rather than 10ms, and offers performance similar to that of conventional fitting. It produces accurate fat fraction measurements in phantoms and in vivo images with different anatomies, despite having been trained only on simulation data. Conclusion: RAIDER resolves the problems posed by degeneracy, avoids the training data requirements of CNN-based methods and markedly reduces computational cost compared to conventional fitting.","Sat, 2 Mar 2024 11:12:13 UTC (2,358 KB)"
"61","$Γ$-VAE: Curvature regularized variational autoencoders for uncovering emergent low dimensional geometric structure in high dimensional data","Jason Z. Kim, Nicolas Perrin-Gilbert, Erkan Narmanli, Paul Klein, Christopher R. Myers, Itai Cohen, Joshua J. Waterfall, James P. Sethna","Machine Learning (cs.LG)","Natural systems with emergent behaviors often organize along low-dimensional subsets of high-dimensional spaces. For example, despite the tens of thousands of genes in the human genome, the principled study of genomics is fruitful because biological processes rely on coordinated organization that results in lower dimensional phenotypes. To uncover this organization, many nonlinear dimensionality reduction techniques have successfully embedded high-dimensional data into low-dimensional spaces by preserving local similarities between data points. However, the nonlinearities in these methods allow for too much curvature to preserve general trends across multiple non-neighboring data clusters, thereby limiting their interpretability and generalizability to out-of-distribution data. Here, we address both of these limitations by regularizing the curvature of manifolds generated by variational autoencoders, a process we coin ``$\Gamma$-VAE''. We demonstrate its utility using two example data sets: bulk RNA-seq from the The Cancer Genome Atlas (TCGA) and the Genotype Tissue Expression (GTEx); and single cell RNA-seq from a lineage tracing experiment in hematopoietic stem cell differentiation. We find that the resulting regularized manifolds identify mesoscale structure associated with different cancer cell types, and accurately re-embed tissues from completely unseen, out-of distribution cancers as if they were originally trained on them. Finally, we show that preserving long-range relationships to differentiated cells separates undifferentiated cells -- which have not yet specialized -- according to their eventual fate. Broadly, we anticipate that regularizing the curvature of generative models will enable more consistent, predictive, and generalizable models in any high-dimensional system with emergent low-dimensional behavior.","Sat, 2 Mar 2024 03:26:09 UTC (15,801 KB)"
"62","Exploring Structural and Electrochemical Properties of Li$_3$TiCl$_6$: A Machine Learning Molecular Dynamics Study","Selva Chandrasekaran Selvaraj, Volodymyr Koverga, Anh T. Ngo","Materials Science (cond-mat.mtrl-sci)","We performed large-scale molecular dynamics simulations based on a machine-learning force field (MLFF) to investigate the Li-ion transport mechanism in cation-disordered Li$_3$TiCl$_6$ cathode at six different temperatures, ranging from 25$^\mathrm{o}$C to 100$^\mathrm{o}$C. In this work, deep neural network method and data generated by $ab-initio$ molecular dynamics (AIMD) simulations were deployed to build a high-fidelity MLFF. Radial distribution functions, Li-ion mean square displacements (MSD), diffusion coefficients, ionic conductivity, activation energy, and crystallographic direction-dependent migration barriers were calculated and compared with corresponding AIMD and experimental data to benchmark the accuracy of the MLFF. From MSD analysis, we captured both the self and distinct parts of Li-ion dynamics. The latter reveals that the Li-ions are involved in anti-correlation motion that was rarely reported for solid-state materials. Similarly, the self and distinct parts of Li-ion dynamics were used to determine Haven's ratio to describe the Li-ion transport mechanism in Li$_3$TiCl$_6$. Obtained trajectory from molecular dynamics infers that the Li-ion transportation is mainly through interstitial hopping which was confirmed by intra- and inter-layer Li-ion displacement with respect to simulation time. Ionic conductivity (1.06 mS/cm) and activation energy (0.29eV) calculated by our simulation are highly comparable with that of experimental values. Overall, the combination of machine-learning methods and AIMD simulations explains the intricate electrochemical properties of the Li$_3$TiCl$_6$ cathode with remarkably reduced computational time. Thus, our work strongly suggests that the deep neural network-based MLFF could be a promising method for large-scale complex materials.","Sat, 2 Mar 2024 03:14:46 UTC (2,572 KB)"
"63","An ""Opinion Reproduction Number"" for Infodemics in a Bounded-Confidence Content-Spreading Process on Networks","Heather Z. Brooks, Mason A. Porter","Physics and Society (physics.soc-ph)","We study the spreading dynamics of content on networks. To do this, we use a model in which content spreads through a bounded-confidence mechanism. In a bounded-confidence model (BCM) of opinion dynamics, the agents of a network have continuous-valued opinions, which they adjust when they interact with agents whose opinions are sufficiently close to theirs. The employed content-spread model introduces a twist into BCMs by using bounded confidence for the content spread itself. To study the spread of content, we define an analogue of the basic reproduction number from disease dynamics that we call an \emph{opinion reproduction number}. A critical value of the opinion reproduction number indicates whether or not there is an ``infodemic'' (i.e., a large content-spreading cascade) of content that reflects a particular opinion. By determining this critical value, one can determine whether or not an opinion will die off or propagate widely as a cascade in a population of agents. Using configuration-model networks, we quantify the size and shape of content dissemination using a variety of summary statistics, and we illustrate how network structure and spreading model parameters affect these statistics. We find that content spreads most widely when the agents have large expected mean degree or large receptiveness to content. When the amount of content spread only slightly exceeds the critical opinion reproduction number (i.e., the infodemic threshold), there can be longer dissemination trees than when the expected mean degree or receptiveness is larger, even though the total number of content shares is smaller.","Sat, 2 Mar 2024 02:14:41 UTC (2,746 KB)"
"64","Student Understanding of the Bloch Sphere","Peter Hu, Yangqiuting Li, Roger S. K. Mong, Chandralekha Singh","Physics Education (physics.ed-ph)","Quantum information science is a rapidly growing interdisciplinary field that is attracting the attention of academics and industry experts alike. It requires talent from a wide variety of traditional fields, including physics, engineering, chemistry, and computer science, to name a few. To prepare students for such opportunities, it is important to give them a strong foundation in the basics of quantum information science, in which quantum computing plays a central role. In this study, we discuss the development, validation, and evaluation of a tutorial on the Bloch sphere, a useful visual tool for developing intuition about single quantum bits (qubits), which are the basic building block of any quantum computer. Students' understanding was evaluated after they received traditional lecture-based instruction on the requisite topics, and again after engaging with the tutorial. We observe, analyze, and discuss their improvement in performance on concepts covered in the tutorial.","Sat, 2 Mar 2024 00:34:56 UTC (368 KB)"
"65","RISMiCal: A software package to perform fast RISM/3D-RISM calculations","Yutaka Maruyama, Nori Yoshida","Chemical Physics (physics.chem-ph)","Solvent plays an essential role in a variety of chemical, physical, and biological processes that occur in the solution phase. The reference interaction site model (RISM) and its three-dimensional extension (3D-RISM) serve as powerful computational tools for modeling solvation effects in chemical reactions, biological functions, and structure formations. We present the RISM integrated calculator (RISMiCal) program package, which is based on RISM and 3D-RISM theories with fast GPU code. RISMiCal has been developed as an integrated RISM/3D-RISM program that has interfaces with external programs such as Gaussian16, GAMESS, and Tinker. Fast 3D-RISM programs for single- and multi-GPU codes written in CUDA would enhance the availability of these hybrid methods because they require the performance of many computationally expensive 3D-RISM calculations. We expect that our package can be widely applied for chemical and biological processes in solvent. The RISMiCal package is available at this https URL.","Sat, 2 Mar 2024 00:19:11 UTC (2,105 KB)"
